Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand
21/04/2020,Punjab,7355,251,6769,335,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%20Dated%2021-04-2020.pdf,,3.41%,
22/04/2020,Punjab,7887,257,7100,530,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2022-04-2020.pdf,,3.26%,
23/04/2020,Punjab,8757,283,7433,1041,,,,,,,https://twitter.com/kbssidhu1961/status/1253299062620581893?s=19,,3.23%,
24/04/2020,Punjab,10611,298,8310,2003,,,,,,,https://twitter.com/kbssidhu1961/status/1253658553895784448?s=19,,,
25/04/2020,Punjab,,,,,,,,,,,,,,
26/04/2020,Punjab,,,,,,,,,,,,,,
05/04/2020,Rajasthan,12279,260,11439,580,,,,,,,http://www.rajswasthya.nic.in/,,2.12%,
07/04/2020,Rajasthan,17638,363,16401,874,,,,,,,,,2.06%,
08/04/2020,Rajasthan,17638,363,16401,874,,,,,,,http://www.rajswasthya.nic.in/,,2.06%,
09/04/2020,Rajasthan,19107,463,17851,793,,,,,,,http://www.rajswasthya.nic.in/,https://twitter.com/TabeenahAnjum/status/1248310723882536960?s=09,2.42%,
10/04/2020,Rajasthan,22349,561,20698,1090,,,,,,,https://t.me/c/1428198946/1843,,2.51%,
11/04/2020,Rajasthan,24857,678,22583,1586,,,,,,,http://www.rajswasthya.nic.in/,,2.73%,
12/04/2020,Rajasthan,28505,796,25105,2559,,,,,,,https://t.me/indiacovid/2093,,2.79%,
13/04/2020,Rajasthan,31804,847,28657,2300,,,,,,,https://t.me/indiacovid/2160,,2.66%,
14/04/2020,Rajasthan,34928,1005,29376,4583,,,,,,,https://t.me/indiacovid/2309,,2.88%,
15/04/2020,Rajasthan,37860,1076,31902,4882,,,,,,,https://t.me/indiacovid/2376,,2.84%,
16/04/2020,Rajasthan,40778,1101,33739,5938,,,,,,,https://t.me/indiacovid/2402,,2.70%,
17/04/2020,Rajasthan,42847,1229,36153,5465,,,,,,,https://t.me/indiacovid/2516,,2.87%,
18/04/2020,Rajasthan,47197,1282,39092,6823,,,,,,,https://t.me/indiacovid/2547,,2.72%,
19/04/2020,Rajasthan,51614,1478,43537,6599,,,,,,,https://t.me/indiacovid/2691,,2.86%,
20/04/2020,Rajasthan,57290,1576,47657,8057,,,,,,,https://t.me/indiacovid/2801,,2.75%,
21/04/2020,Rajasthan,61492,1735,54100,5657,,,,,,,https://t.me/indiacovid/2888,,2.82%,
22/04/2020,Rajasthan,66257,1888,58552,5817,,,,,,,https://t.me/indiacovid/2974,,2.85%,
23/04/2020,Rajasthan,69764,1964,63485,4315,,,,,,,https://t.me/indiacovid/3041,,2.82%,
24/04/2020,Rajasthan,74484,2034,68133,4317,,,,,,,https://t.me/indiacovid/3122,,,
25/04/2020,Rajasthan,,,,,,,,,,,,,,
03/04/2020,Tamil Nadu,3684,411,2789,484,284,,13323,,3044,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,,11.16%,
08/04/2020,Tamil Nadu,5305,690,4414,201,1864,,22049,,3371,,https://stopcorona.tn.gov.in/,,13.01%,
09/04/2020,Tamil Nadu,7267,834,5824,485,2042,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,,11.48%,
10/04/2020,Tamil Nadu,8410,911,6838,661,1987,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,
11/04/2020,Tamil Nadu,9842,969,7779,1094,1884,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,https://stopcorona.tn.gov.in/,9.85%,
12/04/2020,Tamil Nadu,10655,1075,,,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,
13/04/2020,Tamil Nadu,12746,1173,,,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,,9.20%,
14/04/2020,Tamil Nadu,19255,1204,13234,777,1870,,29074,,3371,,https://stopcorona.tn.gov.in/,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,6.25%,
15/04/2020,Tamil Nadu,21994,1242,15210,1383,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,,5.65%,
16/04/2020,Tamil Nadu,26005,1267,18743,1400,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,,4.87%,
17/04/2020,Tamil Nadu,29673,1323,21628,2023,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,,4.46%,
18/04/2020,Tamil Nadu,35036,1372,27192,1433,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,,3.92%,
19/04/2020,Tamil Nadu,40876,1477,31853,2411,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,,3.61%,
20/04/2020,Tamil Nadu,46985,1520,38082,2108,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,,3.24%,
21/04/2020,Tamil Nadu,53045,1596,43582,1990,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,,3.01%,
22/04/2020,Tamil Nadu,59023,1629,49506,1937,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,,2.76%,
23/04/2020,Tamil Nadu,65977,1683,56836,1433,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,,2.55%,
24/04/2020,Tamil Nadu,72403,1755,62596,1483,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,,,
25/04/2020,Tamil Nadu,,,,,,,,,,,,,,
26/04/2020,Tamil Nadu,,,,,,,,,,,,,,
19/04/2020,Telangana,14962,858,14104,768,,,,,,,https://t.me/indiacovid/2688?single,,5.73%,
20/04/2020,Telangana,,,,,,,,,,,,,,
21/04/2020,Telangana,,,,,,,,,,,,,,
22/04/2020,Telangana,16827,949,,,,,,,,,https://mobile.twitter.com/BollyNumbers/status/1253200742090854400/photo/2,,,
23/04/2020,Telangana,,,,,,,,,,,,,,
11/04/2020,Tripura,337,2,335,,,,,,,,https://m.facebook.com/story.php?story_fbid=2415546905213637&id=632536300181382,,0.59%,
15/04/2020,Tripura,738,2,,,,,,,,,https://www.facebook.com/bjpbiplab/posts/2424173307684330,,0.27%,
16/04/2020,Tripura,762,2,760,,,,,,,,https://t.me/indiacovid/2466,,0.26%,
17/04/2020,Tripura,,,,,,,,,,,,,,
18/04/2020,Tripura,,,,,,,,,,,,,,
19/04/2020,Tripura,,,,,,,,,,,,,,
20/04/2020,Tripura,,,,,,,,,,,,,,
21/04/2020,Tripura,2604,2,2602,,,,,,,,https://t.me/indiacovid/2898?single,,0.08%,
22/04/2020,Tripura,3215,2,3123,,,,,,,,https://t.me/indiacovid/2983?single,,0.06%,
23/04/2020,Tripura,3512,2,3510,,,,,,,,https://twitter.com/BollyNumbers/status/1253392267043172352/photo/3,,,
05/04/2020,Uttar Pradesh,5255,278,4796,181,,,,,,,WA circular :/,,5.29%,
05/04/2020,Uttar Pradesh,5255,278,4796,179,3927,,,,,,,,5.29%,
09/04/2020,Uttar Pradesh,8402,410,7898,94,8671,,,,,,https://t.me/c/1428198946/1789,,4.88%,
10/04/2020,Uttar Pradesh,9332,433,8798,101,8771,,,,,,https://t.me/c/1428198946/1831,,4.64%,
11/04/2020,Uttar Pradesh,10595,452,10012,131,8084,,,,,,https://t.me/c/1428198946/1882,,4.27%,
12/04/2020,Uttar Pradesh,11855,483,11250,122,,,,,,,https://t.me/indiacovid/2132,,4.07%,
13/04/2020,Uttar Pradesh,13287,558,12542,177,,,,,,,https://t.me/indiacovid/2199,,4.20%,
14/04/2020,Uttar Pradesh,15914,660,15134,120,,,,,,,https://t.me/indiacovid/2294?single,,4.15%,
15/04/2020,Uttar Pradesh,19506,727,18595,184,,,,,,,https://t.me/indiacovid/2356,,3.73%,
16/04/2020,Uttar Pradesh,21384,805,20374,205,,,,,,,https://t.me/indiacovid/2448,,3.76%,
17/04/2020,Uttar Pradesh,24643,849,23648,146,,,,,,,https://t.me/indiacovid/2504?single,,3.45%,
18/04/2020,Uttar Pradesh,28484,974,27262,248,,,,,,,https://t.me/indiacovid/2588,,3.42%,
19/04/2020,Uttar Pradesh,31767,1100,,,,,,,,,https://t.me/c/1248471072/11950,,3.46%,
20/04/2020,Uttar Pradesh,34326,1184,32874,268,,,,,,,https://twitter.com/ANINewsUP/status/1252244640079556609?s=09,,3.45%,
21/04/2020,Uttar Pradesh,37933,1337,36378,218,,,,,,,https://twitter.com/ANINewsUP/status/1252619570222731265?s=19,,3.52%,
22/04/2020,Uttar Pradesh,42192,1449,40263,480,,,,,,,https://twitter.com/ANINewsUP/status/1252986461911052289/photo/1,,3.43%,
23/04/2020,Uttar Pradesh,45483,1510,43495,478,,,,,,,https://t.me/indiacovid/3039?single,,3.32%,
24/04/2020,Uttar Pradesh,53166,1621,51161,384,,,,,,,https://t.me/indiacovid/3111?single,,,
25/04/2020,Uttar Pradesh,,,,,,,,,,,,,,
02/04/2020,Uttarakhand,678,7,554,117,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,,1.03%,
07/04/2020,Uttarakhand,1289,32,1092,165,176,,,,,,,,2.48%,
09/04/2020,Uttarakhand,1531,35,1235,261,1637,,,,,,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_9_April_2020_8.00PM.pdf,,2.29%,
10/04/2020,Uttarakhand,1688,35,1320,333,3770,,,,,478,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_10_April_2020__5_PM.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.07%,
11/04/2020,Uttarakhand,1705,35,1340,330,2693,,,,,480,http://health.uk.gov.in/files/11.04.2020_Daily_Bulletin.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.05%,
12/04/2020,Uttarakhand,1820,35,1452,333,,,,,,448,https://m.facebook.com/UKMedicalHealth/photos/pcb.2564454990470861/2564454917137535/?type=3&source=49,,1.92%,
13/04/2020,Uttarakhand,1998,35,1665,298,1814,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2565229507060076/?type=3&theater,,1.75%,
14/04/2020,Uttarakhand,2174,35,1838,305,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/rpp.1665195163730186/2566043650311995/?type=3&theater,,1.61%,
15/04/2020,Uttarakhand,2413,37,2022,354,,,,,,,http://health.uk.gov.in/files/Corrected-15-04-2020-Health-Bulletin.pdf,,1.53%,
16/04/2020,Uttarakhand,2593,37,2210,346,,,,,,353,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2567811600135200/?type=3&source=48&__tn__=EH-R,,1.43%,
17/04/2020,Uttarakhand,2831,40,2420,371,,,,,,420,https://m.facebook.com/story.php?story_fbid=2568731796709847&id=1665195163730186&__tn__=%2As%2As-R,,1.41%,
18/04/2020,Uttarakhand,3158,42,2710,406,604,,,,,446,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2569600566622970/?type=3,,1.33%,
19/04/2020,Uttarakhand,3344,44,3046,255,,,,,,,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2570573469859013/?type=3&source=48,,1.32%,
20/04/2020,Uttarakhand,3677,46,3228,469,,,,,,,http://health.uk.gov.in/files/2020.04.20_Health_Bulletin.pdf,,1.25%,
21/04/2020,Uttarakhand,4061,46,3445,570,,,,,,,http://health.uk.gov.in/files/2020.04.21_Health_Bulletin.pdf,,1.13%,
22/04/2020,Uttarakhand,4275,46,3664,,,,856,498,189,,http://health.uk.gov.in/files/2020.04.22_Health_Bulletin_Summary.pdf,,1.08%,
23/04/2020,Uttarakhand,4473,47,3879,265,,,,,,,http://health.uk.gov.in/files/2020.04.23_Health_Bulletin.pdf,,1.05%,
24/04/2020,Uttarakhand,4767,48,4239,327,,,,,,,http://health.uk.gov.in/files/2020.04.24_Health_Bulletin.pdf,,,
25/04/2020,Uttarakhand,,,,,,,,,,,,,,
26/04/2020,Uttarakhand,,,,,,,,,,,,,,
01/04/2020,West Bengal,659,37,568,54,,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,,5.61%,
04/04/2020,West Bengal,1042,,,,1125,786,,,,,,,0.00%,
06/04/2020,West Bengal,1301,,,,246,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,,0.00%,
07/04/2020,West Bengal,1487,,,,262,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,,0.00%,
09/04/2020,West Bengal,1889,,,,1723,1345,,,,26025,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,,0.00%,
10/04/2020,West Bengal,2095,,,,1840,1447,,,,27068,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,,0.00%,
11/04/2020,West Bengal,2286,126,,,,,,,,28021,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,https://www.mohfw.gov.in/,5.51%,
12/04/2020,West Bengal,2523,134,,,,,,,,29168,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,https://www.mohfw.gov.in/,5.31%,
13/04/2020,West Bengal,2793,152,,,,,,,,30221,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,https://www.mohfw.gov.in/,5.44%,
14/04/2020,West Bengal,3081,190,,,2395,1956,,,,31330,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_14.04_.2020_.pdf,https://www.mohfw.gov.in/,6.17%,
15/04/2020,West Bengal,3470,213,,,,,,,,32417,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_15.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,
16/04/2020,West Bengal,3811,231,,,,,,,,33400,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_16.04_.2020_.pdf,https://www.mohfw.gov.in/,6.06%,
17/04/2020,West Bengal,4212,255,,,,,,,,34424,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_17.04_.2020_.pdf,https://www.mohfw.gov.in/,6.05%,
18/04/2020,West Bengal,4630,287,,,,,,,,35447,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_18.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,
19/04/2020,West Bengal,5045,310,,,,,,,,36487,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_19.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,
20/04/2020,West Bengal,5469,339,,,,,,,,37508,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_20.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,
21/04/2020,West Bengal,6182,392,,,,,,,,38554,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_21.04_.2020_.pdf,,6.34%,
22/04/2020,West Bengal,7037,423,,,,,,,,39597,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_22.04_.2020_.pdf,https://www.mohfw.gov.in/,6.01%,
23/04/2020,West Bengal,7990,456,,,,,,,,40605,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_23.04_.2020_.pdf,https://www.mohfw.gov.in/,5.71%,
24/04/2020,West Bengal,8933,514,,,,,,,,41724,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_24.04_.2020_.pdf,https://www.mohfw.gov.in/,5.75%,
25/04/2020,West Bengal,,,,,,,,,,,,,,
26/04/2020,West Bengal,,,,,,,,,,,,,,
