Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Total People Quarantined,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation) ,Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
18/12/2020,Mizoram,100610,68528,,169138,Samples Collected,,,,23264,762,Government,21814,,,4235,695,Facility,3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-18122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-18-12-2020-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
19/12/2020,Mizoram,101117,69114,,170231,Samples Collected,,,,23353,789,Government,21876,,,4272,694,Facility,3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-19122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-19-12-20-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
20/12/2020,Mizoram,101706,69416,,171122,Samples Collected,,,,23467,827,Government,21949,,,4282,702,Facility,3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-20122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-20-12-20-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
21/12/2020,Mizoram,101830,69475,,171305,Samples Collected,,,,23527,820,Government,22015,,,4319,731,Facility,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-21122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-21-12-2020-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
22/12/2020,Mizoram,102313,70168,,172481,Samples Collected,,,,23560,759,Government,22108,,,4366,744,Facility,3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-22122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-22-12-2020-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
23/12/2020,Mizoram,103087,70480,,173567,Samples Collected,,,,23629,770,Government,22166,,,4438,812,Facility,3562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-23122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-23-12-2020-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
24/12/2020,Mizoram,103574,71168,,174742,Samples Collected,,,,23701,768,Government,22240,,,4517,843,Facility,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-24122020-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-24-12-20-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
25/12/2020,Mizoram,104455,71301,,175756,Samples Collected,,,,23747,703,Government,22348,,,4579,890,Facility,3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-25122020-last-24hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-25-12-20-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
26/12/2020,Mizoram,,,,,Samples Collected,,,,23775,662,Government,22417,,,4632,917,Facility,3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-26-12-20,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
27/12/2020,Mizoram,104565,71566,,176131,Samples Collected,,,,23810,655,Government,22459,,,4647,922,Facility,3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-27-12-20,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
28/12/2020,Mizoram,104624,71610,,176234,Samples Collected,,,,23817,640,Government,22481,,,4652,901,Facility,3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-28122020-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-28-12-2020-400pm,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
29/12/2020,Mizoram,105341,72046,,177387,Samples Collected,,,,23908,637,Government,22575,,,4685,923,Facility,3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-28122020-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp1609249984,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-29-12-2020,https://dipr.mizoram.gov.in/posts?year=2020&month=December,
31/12/2020,Mizoram,106560,73034,,179594,Samples Collected,,,,23950,610,Government,22643,,,4733,920,Facility,3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-30-12-2020-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
1/1/2021,Mizoram,107218,73301,,180519,Samples Collected,,,,24038,492,Government,22848,,,4817,909,Facility,3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0112021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-01-01-21-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
2/1/2021,Mizoram,107218,73402,,180620,Samples Collected,,,,,,Government,,,,,,Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
3/1/2021,Mizoram,107375,73790,,181165,Samples Collected,,,,24103,472,Government,22932,,,4907,929,Facility,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0312021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-03-01-21,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
4/1/2021,Mizoram,107511,73840,,181351,Samples Collected,,,,24163,526,Government,22938,,,4930,952,Facility,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0412021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-04-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
5/1/2021,Mizoram,108046,74226,,182272,Samples Collected,,,,24239,541,Government,22999,,,4952,972,Facility,3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0512021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-05-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
6/1/2021,Mizoram,108512,74633,,183145,Samples Collected,,,,24317,566,Government,23052,,,4966,935,Facility,3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0612021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-progstatus-of-state-surveillance-of-covid-19-0612021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveill,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-06-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
7/1/2021,Mizoram,109013,75056,,184069,Samples Collected,,,,24396,597,Government,23098,,,4998,913,Facility,4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0712021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on07-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
8/1/2021,Mizoram,109425,75736,,185161,Samples Collected,,,,24497,641,Government,23154,,,5011,920,Facility,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0812021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-08-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
9/1/2021,Mizoram,110362,75736,,186098,Samples Collected,,,,24588,682,Government,23204,,,5081,911,Facility,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0912021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-09-01-21-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
10/1/2021,Mizoram,110198,76689,,186887,Samples Collected,,,,24633,718,Government,23213,,,5121,924,Facility,4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1012021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-10-01-21-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
11/1/2021,Mizoram,110264,76833,,187097,Samples Collected,,,,24658,713,Government,23243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1112021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-11-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
12/1/2021,Mizoram,110907,77211,,188118,Samples Collected,,,,24708,699,Government,23305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1212021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-12-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
13/1/2021,Mizoram,111351,77845,,189196,Samples Collected,,,,24794,712,Government,23376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1312021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-13-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
14/1/2021,Mizoram,111835,78225,,190060,Samples Collected,,,,24840,682,Government,23452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1412021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-14-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
15/1/2021,Mizoram,112350,78746,,191096,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1512021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
16/1/2021,Mizoram,112852,79130,,191982,Samples Collected,,,,24965,697,Government,23562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1612021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on16-01-21,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
17/1/2021,Mizoram,113359,79407,,192766,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1712021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
18/1/2021,Mizoram,113378,79656,,193034,Samples Collected,,,,25116,696,Government,23713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1812021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on18-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
19/1/2021,Mizoram,114022,80393,,194415,Samples Collected,,,,25210,690,Government,23813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1912021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-19-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
20/1/2021,Mizoram,114397,81137,,195534,Samples Collected,,,,25223,628,Government,23887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2012021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on20-01-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
21/1/2021,Mizoram,115174,82500,,197674,Samples Collected,,,,25312,585,Government,24019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2112021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-21-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
22/1/2021,Mizoram,115466,83533,,198999,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2212021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
23/1/2021,Mizoram,115872,84256,,200128,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2312021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
24/1/2021,Mizoram,116984,84256,,201240,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2412021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
25/1/2021,Mizoram,116346,85014,,201360,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2512021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
27/1/2021,Mizoram,116963,86415,,203378,Samples Collected,,,,25536,379,Government,24449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2712021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/existing-number-of-inmates-at-quarantine-facilities-as-on-27-01-2021-400pm,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
28/1/2021,Mizoram,117527,86964,,204491,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2812021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp1611840262,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
29/1/2021,Mizoram,117950,87411,,205361,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-2912021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
30/1/2021,Mizoram,118193,87902,,206095,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-3012021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
31/1/2021,Mizoram,118531,88772,,207303,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-3112021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,,https://dipr.mizoram.gov.in/posts?year=2021&month=January,
1/2/2021,Mizoram,118532,89246,,207778,Samples Collected,,,,25662,278,Government,24676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0122021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
2/2/2021,Mizoram,119046,89966,,209012,Samples Collected,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0222021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
3/2/2021,Mizoram,119165,90551,,209716,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0322021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
4/2/2021,Mizoram,119411,92012,,211423,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0422021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp1612438050,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
5/2/2021,Mizoram,119577,93155,,212732,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0522021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
6/2/2021,Mizoram,119698,94611,,214309,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0622021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
7/2/2021,Mizoram,119800,94976,,214776,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0722021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
8/2/2021,Mizoram,119825,95506,,215331,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0822021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2021,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
9/2/2021,Mizoram,119952,96558,,216510,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-0922021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2022,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
10/2/2021,Mizoram,120043,97399,,217442,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1022021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2023,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
11/2/2021,Mizoram,120137,97906,,218043,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1122021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2023,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
12/2/2021,Mizoram,120282,98968,,219250,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1222021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2023,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
14/2/2021,Mizoram,120352,99383,,220482,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1422021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-2-2023,https://dipr.mizoram.gov.in/posts?year=2021&month=February,
15/2/2021,Mizoram,120366,99497,,220610,Samples Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1522021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1522021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1522021-last-24-hours-500pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,
